Guid,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,Website,Industry,AnnualRevenue,NumberOfEmployees,Description,IsCustomerPortal,Jigsaw,AccountSource,SicDesc,OperatingHoursId,ccrz__CustomField1__c,ccrz__CustomField2__c,ccrz__DataId__c,ccrz__E_AccountGroup__c,ccrz__PreventAddrBookSave__c,ccrz__PreventNewAddrCheckout__c,ccrz__PreventNewBillAddrCO__c,ccrz__SourceSystem__c,ccrz__TaxExemptAccount__c,ccrz__UsedByCloudcraze__c,SBQQ__AssetQuantitiesCombined__c,SBQQ__CoTermedContractsCombined__c,SBQQ__CoTerminationEvent__c,SBQQ__ContractCoTermination__c,SBQQ__DefaultOpportunity__c,SBQQ__IgnoreParentContractedPrices__c,SBQQ__PreserveBundle__c,SBQQ__PriceHoldEnd__c,SBQQ__RenewalModel__c,SBQQ__RenewalPricingMethod__c,SBQQ__TaxExempt__c,blng__BillToContact__c,blng__CustomerProfileId__c,blng__DefaultPaymentType__c,CorporateLocations__c,FranchiseLocations__c,TaxID__c,BillingEmail__c,Test_Field__c,Custom_Account_Picklist__c,email_custom__c,New_Field__c,source_only__c,new_global__c
6fe02aa9-0b97-421c-99f1-3ecff5d1cf78,Six Flags Entertainment,Prospect,#N/A,#N/A,#N/A,TX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Entertainment,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,26.0,0.0,12-3456789,ap@sixflags.com,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
70205bf9-736c-49c5-ae32-a967f24aecd9,Plambee,Customer,#N/A,75716,Paris,Paris,#N/A,France,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Agriculture,7.9457611E7,#N/A,Sto Plains Holdings is the leader in Agriculture in Paris,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
72cca046-1b05-41ef-b852-1bba002295e4,Topicware,Customer,#N/A,avenue Nestlé 55,Zurich,#N/A,#N/A,Switzerland,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthcare,1.89167866E8,#N/A,TSM North is the leader in Healthcare,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
760dfdac-aa95-41c4-aed6-690025627eed,Realbridge,Prospect,#N/A,50 Loch Av,Ballarat Central,VIC,3350,Australia,#N/A,#N/A,#N/A,50 Loch Av,Ballarat Central,VIC,3350,Australia,#N/A,#N/A,#N/A,(03) 8300 7460,#N/A,#N/A,Manufacturing,2.89485471E8,#N/A,Incom Corporation is the leader in Manufacturing in Ballarat Central,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
76748e27-77d5-4192-a991-66bc6954cefd,Kimia,Customer,#N/A,2/11 Boyle St,Balgowlah,NSW,2093,Australia,#N/A,#N/A,#N/A,2/11 Boyle St,Balgowlah,NSW,2093,Australia,#N/A,#N/A,#N/A,(02) 6512 8801,#N/A,#N/A,Transportation,4.9892102E7,#N/A,Smith and Co. is the leader in Transportation in Balgowlah,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
79a3828a-4134-48e5-8077-9a6492c2447f,Pixoboo,Customer,#N/A,19100 Ridgewood Pkwy,San Antonio,TX,78259-1834,United States,#N/A,#N/A,#N/A,P.O. BOX 8016,Cary,NC,27512-8016,US,#N/A,#N/A,#N/A,1.210.626.6000,#N/A,#N/A,Consumer Goods,2.8711E10,#N/A,General Products is the leader in Consumer Goods in San Antonio,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
79ed4d7e-9b49-46f1-b21f-bafc44b2728a,Photobug,Prospect,#N/A,2 Graceland Street,Bloomington,IN,47405,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Manufacturing,3645701.0,#N/A,#N/A,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7b95ea41-2644-477d-8f28-0155cf3cb67f,Topdrive,Prospect,#N/A,539 S Main St,Findlay,OH,45840-3229,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.419.422.2121,#N/A,#N/A,Healthcare,7.2258E10,#N/A,Claton Gardner Hospital is the leader in Healthcare in Findlay,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7c5f00ab-853c-4b67-b451-06c22884cc76,Edgeclub,Customer,#N/A,2455 Paces Ferry Rd SE,Atlanta,GA,30339-1834,United States,#N/A,#N/A,#N/A,P.O. BOX 105715,Atlanta,GA,30348-5715,US,#N/A,#N/A,#N/A,1.770.433.8211,#N/A,#N/A,Services,8.8519E10,#N/A,"Cashless Systems, Inc. is the leader in Services in Atlanta",false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7c7bc51c-9d69-4f5b-8a33-31aa9a667e33,Viva,Customer,#N/A,34 Frasers Rd,Mitchelton,QLD,4053,Australia,#N/A,#N/A,#N/A,34 Frasers Rd,Mitchelton,QLD,4053,Australia,#N/A,#N/A,#N/A,(07) 8057 8902,#N/A,#N/A,Healthcare,8.4202995E8,#N/A,Christian Lavendar Hospital is the leader in Healthcare in Mitchelton,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7d7982a6-c395-48a7-a798-6695ca118534,Gigaclub,Customer,#N/A,57 Clifton Dr,Bacchus Marsh,VIC,3340,Australia,#N/A,#N/A,#N/A,57 Clifton Dr,Bacchus Marsh,VIC,3340,Australia,#N/A,#N/A,#N/A,(03) 6472 8807,#N/A,#N/A,Healthcare,4.93945873E8,#N/A,PK South is the leader in Healthcare in Bacchus Marsh,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7d9e4ef2-c713-41bd-9662-8a3b2953702f,Quinu,Customer,#N/A,7 W 7th St,Cincinnati,OH,45202-2424,United States,#N/A,#N/A,#N/A,701 W Georgia St,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.513.579.7000,#N/A,#N/A,Non Profit,2.7079E10,#N/A,Capitol Museum of Art is the leader in Non Profit in Cincinnati,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7ef5b94b-a290-48d8-acd2-3e7c5240ae81,Thoughtblab,Prospect,#N/A,5898 Superior Street,Danbury,CT,6816,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Insurance,6574015.0,#N/A,#N/A,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8089a7d2-e300-4527-8885-1d98fb0f6e46,Browseblab,Customer,#N/A,399 Park Ave,New York,NY,10022-4699,United States,#N/A,#N/A,#N/A,100 North Riverside.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.212.559.1000,#N/A,#N/A,Manufacturing,8.8275E10,#N/A,Martic-Morales Corp. is the leader in Manufacturing in New York,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8143932e-74dc-4a40-b894-16bc95b03412,MASK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,maskingtest@gmail.com,#N/A,#N/A,#N/A
825361f4-c105-4124-bb1a-ad1f5b517b40,Zoombox,Customer,#N/A,200 George Street,Sydney,NSW,2000,Australia,#N/A,#N/A,#N/A,200 George Street,Sydney,NSW,2000,Australia,#N/A,#N/A,#N/A,(02) 8858 6163,#N/A,#N/A,Machinery,4.77757321E8,#N/A,Corellian Engineering Corporation is the leader in Machinery in Sydney,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
853f6d04-4ec1-4a1b-8d20-09f1c8c00a9b,Babbleopia,Customer,#N/A,5/5a The Avenue,Balaclava,VIC,3183,Australia,#N/A,#N/A,#N/A,5/5a The Avenue,Balaclava,VIC,3183,Australia,#N/A,#N/A,#N/A,(03) 8569 6279,#N/A,#N/A,Healthcare,4.15880303E8,#N/A,Praveen Kagalkar Hospital is the leader in Healthcare in Balaclava,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
866b4a5b-45c4-4fa1-a8ce-4ded9c1eb325,Linklinks,Prospect,#N/A,336 Erie Plaza,Pueblo,CO,81005,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Utilities,2.4520919E7,#N/A,#N/A,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8c5aeb5a-c29c-4b0e-b8a6-b3e3137ad381,Postfix value,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,value@gmail.com,#N/A,#N/A,#N/A
8dd3f6a2-0f21-40dd-b623-6a5b76b8469a,Flashset,Prospect,#N/A,4 Weeping Birch Crossing,Carson City,NV,89714,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting,9488745.0,#N/A,#N/A,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8debfd42-878c-4273-8c1c-7a64781c98d4,Gevee,Prospect,#N/A,6051 Northridge Park,Houston,TX,77240,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting,3317099.0,#N/A,#N/A,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8f7da70d-d79b-4296-bc63-43f0d5808bf3,Postfix value null,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
8f9c068e-835d-424f-9d37-1388be4a7d0a,Eadel,Customer,#N/A,208 S Akard St,Dallas,TX,75202-4295,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.210.821.4105,#N/A,#N/A,Automotive,1.46801E11,#N/A,"Regal Machine, Inc. is the leader in Automotive in Dallas",false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9020415f-8c52-4c77-95a8-85a4f5e80eab,Dazzlesphere,Prospect,#N/A,1585 Broadway,New York,NY,10036-8200,United States,#N/A,#N/A,#N/A,200 George Street,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.212.761.4000,#N/A,#N/A,Automotive,3.7897E10,#N/A,"Clearcoat, LLC is the leader in Automotive in New York",false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91891bbd-a0e9-4bcd-9e1e-90a0c3004dea,Camimbo,Customer,#N/A,3500 Deer Creek Road,Palo Alto,CA,35265,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5552652358,#N/A,#N/A,Shipping,6.524859542E9,#N/A,123 Warehousing is the leader in Shipping in Palo Alto,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
91fdb1ec-b44c-4635-9a34-9a2107bc8496,Skyba,Customer,#N/A,3300 Publix Corp Pkwy,Lakeland,FL,33811-3311,United States,#N/A,#N/A,#N/A,P.O. BOX 407,Lakeland,FL,33802-0407,US,#N/A,#N/A,#N/A,1.863.688.1188,#N/A,#N/A,Retail,3.2618759E10,#N/A,"Mecurial, Inc. is the leader in Retail in Lakeland",false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
92b2469e-03da-4086-ba6f-1b795f144597,IHG Hotels & Resorts,Prospect,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Hospitality,#N/A,9636,#N/A,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,2950.0,3000.0,73-6482303,accounting@ihg.com.invalid.invalid,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
94bee9d6-57b5-4bc1-9ac1-c9dd66fd9b60,Regal Cinemas,Customer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Entertainment,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,549.0,0.0,12-3456789,accounting@regal.com,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
94f72062-01cb-4fd2-8412-bc75f3d8910e,Divavu,Customer,#N/A,1300 Morris Dr Ste 100,Chesterbrook,PA,19087-5594,United States,#N/A,#N/A,#N/A,P.O. BOX 959,Valley Forge,PA,19482-0959,US,#N/A,#N/A,#N/A,1.610.727.7000,#N/A,#N/A,Manufacturing,1.35962E11,#N/A,Apogee Corp. is the leader in Manufacturing in Chesterbrook,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
967c57fe-4db9-4fd0-b73b-776ac7e520d9,Acme,Prospect,,10 Main Rd.,Mead,NY,31349,USA,,,,10 Main Rd.,New York,NY,31349,USA,,,,(212) 555-5570,(212) 555-5555,www.acme.co,Corporate Office,1.0E8,680,"These are my notes, my only notes, my friend.",false,,,,,,,,,false,false,false,,false,false,false,false,,,,false,false,,,,,,,,5.0,0.0,12-3456789,billing@acme.com,,,,#N/A,#N/A,#N/A
96d7af6a-c0c5-4c61-94f3-0eae12135527,Topicblab,Customer,#N/A,500 W Main St Ste 300,Louisville,KY,40202-4268,United States,#N/A,#N/A,#N/A,P.O. BOX 14601,Louisville,KY,40214-0601,US,#N/A,#N/A,#N/A,1.502.580.1000,#N/A,#N/A,Apparel,5.4289E10,#N/A,Ankh-Sto Associates is the leader in Apparel in Louisville,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
97aecde5-9421-473e-906c-437c52c56134,Skimia,Prospect,#N/A,51 Madison Ave Bsmt 1b,New York,NY,10010-1655,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.212.576.7000,#N/A,#N/A,Healthcare,1.4139579037E10,#N/A,Athena Theraputics is the leader in Healthcare in New York,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
987ec848-fc50-4d51-aa3d-cdcc022217b3,Meeveo,Customer,#N/A,"Tesco House, Shire Park, Kestrel Way",Welwyn Garden City,#N/A,AL7 1GA,United Kingdom,#N/A,#N/A,#N/A,"Tesco House, Shire Park, Kestrel Way",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Biotechnology,1.46231103E8,#N/A,Western Gas & Electric is the leader in Biotechnology,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
98b0934c-77a1-4f4f-9893-35c2ae5f049a,Feedbug,Prospect,#N/A,1 Valero Way,San Antonio,TX,78249-1616,United States,#N/A,#N/A,#N/A,P.O. BOX 696000,San Antonio,TX,78269-6000,US,#N/A,#N/A,#N/A,1.210.345.2000,#N/A,#N/A,Non Profit,8.7804E10,#N/A,Feed the Kids is the leader in Non Profit in San Antonio,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9d6f00a2-5127-49ef-8922-4a0fbb277c3b,Dynava,Prospect,#N/A,3 Parkway N Ste 300,Deerfield,IL,60015-2565,United States,#N/A,#N/A,#N/A,23 Lundy Av,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.847.943.4000,#N/A,#N/A,Transportation,2.9636E10,#N/A,SWD Logistics is the leader in Transportation in Deerfield,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9dc3469a-ebe4-4b5c-8a81-8591330cb2fb,Look Who,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9e3fcc76-7ab1-4567-a944-9d7f70fd2e13,Browsezoom,Prospect,#N/A,5565 Maple Wood Street,San Jose,CA,95113,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Retail,2.4638374E7,#N/A,#N/A,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9eae2f4e-7674-4079-97f6-43a58e08547e,Fanoodle,Prospect,#N/A,51368 Leverkusen,North Rhine-Westphalia,Leverkusen,#N/A,Germany,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Banking,8.4202995E8,#N/A,SpringShield is the leader in Banking in North Rhine-Westphalia,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9f0e8165-a54e-4baa-963a-f32374c91307,Trudoo,Customer,#N/A,66 Beckenham St,Canley Vale,NSW,2166,Australia,#N/A,#N/A,#N/A,66 Beckenham St,Canley Vale,NSW,2166,Australia,#N/A,#N/A,#N/A,(02) 6548 7709,#N/A,#N/A,Consulting,1.78663741E8,#N/A,Mr. Sparkle is the leader in Consulting in Canley Vale,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9fde7171-31cf-4c0e-848c-b95d7826f08b,Mycat,Customer,#N/A,200 Elizabeth Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,200 Elizabeth Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,(03) 7578 7328,#N/A,#N/A,Banking,1.58331476E8,#N/A,Galaxy Corp is the leader in Banking in Melbourne,false,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,,false,false,false,#N/A,false,false,false,false,#N/A,Never,#N/A,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
